Date,Open,High,Low,Close,Volume
2021-08-03,142.2595,144.4352,141.6448,143.7718,64786600
2021-08-04,143.684,144.1913,142.7181,143.3718,56368300
2021-08-05,143.4011,144.2401,142.6108,143.4791,46397700
2021-08-06,143.0003,143.7429,142.2968,142.7951,54126800
2021-08-09,142.8537,143.3423,142.1893,142.7462,48908700
2021-08-10,143.0883,144.3292,141.9744,142.2675,69023100
2021-08-11,142.7072,143.3619,142.1991,142.5215,48493500
2021-08-12,142.8439,145.6385,142.502,145.4821,72282600
2021-08-13,145.5604,146.0196,144.8764,145.6874,59375000
2021-08-16,145.1402,147.7295,143.1176,147.6611,103296000
2021-08-17,146.7915,148.2083,145.6776,146.7524,92229700
2021-08-18,146.3714,147.2703,142.8049,143.0101,86326000
2021-08-19,141.7105,144.6125,141.1926,143.3423,86960300
2021-08-20,144.0653,145.1011,143.4204,144.7982,60549600
2021-08-23,144.9155,146.7524,144.5051,146.2834,60131800
2021-08-24,146.0294,147.4071,145.7362,146.1955,48606400
2021-08-25,146.3811,146.8794,144.4171,144.9643,58991300
2021-08-26,144.9545,145.7069,144.1337,144.1631,48597200
2021-08-27,144.1044,145.3454,143.4693,145.1988,55802400
2021-08-30,145.5896,149.9769,145.2086,149.6153,90956700
2021-08-31,149.1659,149.3027,147.8272,148.3549,86453100
2021-09-01,149.332,151.4328,148.8532,149.0193,80313700
2021-09-02,150.3482,151.1787,148.9118,150.1332,71115500
2021-09-03,150.2407,151.0908,149.586,150.7684,57808700
2021-09-07,151.423,153.6606,150.8563,153.1037,82278300
2021-09-08,153.387,153.4456,150.4557,151.5598,74420200
2021-09-09,151.9311,152.5369,150.4264,150.5436,57305700
2021-09-10,151.4523,151.9214,145.2965,145.5604,140893200
2021-09-13,147.1823,147.9543,145.3454,146.1271,102404300
2021-09-14,146.9088,147.6123,143.5475,144.7298,109296300
2021-09-15,145.1597,146.0196,143.0198,145.619,83281300
2021-09-16,145.0425,145.5603,143.8504,145.3844,68034100
2021-09-17,145.4138,145.4138,142.4238,142.7169,129868800
2021-09-20,140.5087,141.5249,138.0366,139.6684,123478900
2021-09-21,140.6357,141.2904,139.512,140.1471,75834000
2021-09-22,141.1438,143.0785,140.411,142.5118,76404300
2021-09-23,143.2934,143.7136,142.3065,143.4693,64838200
2021-09-24,142.3261,144.0947,142.2284,143.5573,53477900
2021-09-27,142.1404,142.6192,140.5282,142.0427,74150700
2021-09-28,139.9712,141.4369,138.4469,138.6619,108972300
2021-09-29,139.2091,141.1438,138.7791,139.5608,74602000
2021-09-30,140.3719,141.0754,138.0463,138.2613,89056700
2021-10-01,138.6522,139.6488,135.926,139.385,94639600
2021-10-04,138.5154,138.9551,135.1053,135.9554,98322000
2021-10-05,136.2973,138.9844,136.1703,137.8802,80861100
2021-10-06,136.2778,138.8964,135.203,138.7499,83221100
2021-10-07,139.7856,140.9191,139.4534,140.0103,61732700
2021-10-08,140.7334,140.88,139.297,139.6293,58773200
2021-10-11,139.0137,141.4955,138.5642,139.5413,64452200
2021-10-12,139.9517,139.9713,137.8118,138.2711,73035900
2021-10-13,138.0073,138.1636,136.0139,137.6848,78762700
2021-10-14,138.8573,140.5868,138.2711,140.4696,69907100
2021-10-15,140.4794,141.5835,140.2254,141.5249,67940300
2021-10-18,140.1667,143.4791,139.8833,143.1957,85589200
2021-10-19,143.6452,145.7558,143.1957,145.3551,76378900
2021-10-20,145.2965,146.3225,144.7298,145.8437,58418800
2021-10-21,145.404,146.215,144.4855,146.0587,61421000
2021-10-22,146.2639,146.7427,145.2379,145.2868,58883400
2021-10-25,145.277,145.9512,144.2413,145.2379,50720600
2021-10-26,145.9121,147.3875,145.5994,145.9023,60893400
2021-10-27,145.9414,146.303,145.0914,145.4431,56094900
2021-10-28,146.3909,149.6642,146.2932,149.078,100077900
2021-10-29,143.8504,146.5081,143.0589,146.3713,124953200
2021-11-01,145.5799,146.2737,144.4171,145.5506,74588300
2021-11-02,145.2575,148.1009,145.2477,146.5863,69122000
2021-11-03,146.9478,148.4917,146.3909,148.0227,54511500
2021-11-04,148.1106,148.9412,147.1921,147.5048,60394600
2021-11-05,148.6301,148.9335,146.8394,148.0332,65463900
2021-11-08,148.1604,148.317,146.9372,147.2112,55020900
2021-11-09,146.9764,148.18,146.8394,147.5733,56787900
2021-11-10,146.8003,146.9079,144.6768,144.7453,65187100
2021-11-11,145.763,146.2229,144.5105,144.6964,41000000
2021-11-12,145.2443,147.1721,144.3147,146.7709,63804000
2021-11-15,147.1427,148.6203,146.2229,146.7807,59222800
2021-11-16,146.722,148.2387,146.1348,147.7592,59256200
2021-11-17,147.7592,151.6734,147.7494,150.1958,88807000
2021-11-18,150.4111,155.2646,149.7652,154.4818,137827700
2021-11-19,154.2664,157.5641,153.1705,157.1042,117305600
2021-11-22,158.21,162.1437,157.5446,157.5642,117467900
2021-11-23,157.662,158.3274,155.6462,157.9458,96041900
2021-11-24,157.3,158.6601,156.2138,158.4644,69463600
2021-11-26,156.1453,157.0064,153.0042,153.4445,76959800
2021-11-29,155.9496,157.7305,155.382,156.8009,88748200
2021-11-30,156.5563,161.9676,156.4878,161.7523,174048100
2021-12-01,163.8855,166.645,160.9988,161.2337,152052500
2021-12-02,155.3331,160.6759,154.4133,160.2453,136739200
2021-12-03,160.4998,161.4196,156.2921,158.3666,118023100
2021-12-06,160.764,164.2769,160.7542,161.7719,107497000
2021-12-07,165.4512,167.8975,164.7271,167.5061,120405400
2021-12-08,168.4357,172.1836,167.0364,171.3224,116998900
2021-12-09,171.1561,172.9566,170.1873,170.8136,108923700
2021-12-10,171.4496,175.7747,170.9408,175.5986,115402700
2021-12-13,177.2328,178.2211,171.7627,171.9682,153237000
2021-12-14,171.4888,173.9253,168.514,170.5885,139380400
2021-12-15,171.3518,175.6475,168.6118,175.4518,131063300
2021-12-16,175.4322,177.2523,167.0853,168.5629,150185800
2021-12-17,166.2829,169.7469,166.0481,167.4669,195432700
2021-12-20,164.6683,166.919,163.8659,166.1068,107499100
2021-12-21,167.8779,169.4827,165.4903,169.2773,91185900
2021-12-22,169.3262,172.0857,168.4553,171.8704,92135300
2021-12-23,172.0759,173.0544,171.5083,172.4967,68356600
2021-12-27,173.2893,176.5478,173.2697,176.4597,74919600
2021-12-28,176.2934,177.4383,174.6984,175.442,79144300
2021-12-29,175.4812,176.7533,174.3167,175.5301,62348900
2021-12-30,175.6182,176.6946,174.2678,174.3754,59773000
2021-12-31,174.2678,175.3833,173.4556,173.759,64062300
2022-01-03,174.0134,178.955,173.896,178.1037,104487900
2022-01-04,178.7104,179.0137,175.2757,175.8432,99310400
2022-01-05,175.7552,176.3031,170.8918,171.1658,94537600
2022-01-06,168.9935,171.5377,167.9562,168.3085,96904000
2022-01-07,169.1794,170.4026,167.3593,168.4749,86709100
2022-01-10,165.4512,168.7978,164.5607,168.4944,106765600
2022-01-11,168.6217,171.4203,167.1539,171.3224,76138300
2022-01-12,172.3401,173.3773,171.068,171.7628,74805200
2022-01-13,172.0074,172.8294,168.103,168.4944,84505800
2022-01-14,167.6627,170.0503,167.418,169.3556,80440800
2022-01-18,167.829,168.8369,165.7741,166.1557,90956700
2022-01-19,166.3514,167.4082,162.3786,162.6623,94815000
2022-01-20,163.3962,166.0383,160.6563,160.9792,91420500
2022-01-21,160.8912,162.7602,158.8167,158.9243,122848900
2022-01-24,156.5856,158.8167,151.3798,158.1513,162294600
2022-01-25,155.5679,159.2668,153.65,156.3508,115798400
2022-01-26,159.9909,160.8618,154.4328,156.2627,108275300
2022-01-27,158.9635,160.3236,154.883,155.8028,121954600
2022-01-28,162.1535,166.6939,159.3059,166.6743,179935700
2022-01-31,166.508,171.2441,165.8719,171.0288,115541600
2022-02-01,170.2754,171.0876,168.6119,170.8625,86213900
2022-02-02,170.9995,172.1052,169.61,172.0661,84914300
2022-02-03,170.7353,172.4575,168.4259,169.1892,89418100
2022-02-04,168.2094,170.5805,167.2296,168.905,82465400
2022-02-07,169.3655,170.4335,167.4941,168.1898,77251200
2022-02-08,168.2584,171.8052,167.9644,171.2957,74829200
2022-02-09,172.4911,173.0789,171.3643,172.7164,71285000
2022-02-10,170.6197,171.9326,168.082,168.6405,90865900
2022-02-11,168.8463,169.5811,164.643,165.2309,98670700
2022-02-14,163.9865,166.1519,163.1929,165.466,86185500
2022-02-15,167.5138,169.4537,166.8083,169.297,62527400
2022-02-16,168.376,169.8358,166.6124,169.0618,61177400
2022-02-17,167.5725,168.4348,165.0643,165.466,69589300
2022-02-18,166.387,167.0924,162.8304,163.918,82772700
2022-02-22,161.6449,163.3203,158.8721,160.9982,91162800
2022-02-23,162.1935,162.7912,156.5206,156.8341,90009200
2022-02-24,149.4955,159.5579,148.9272,159.4501,141147500
2022-02-25,160.5279,161.782,157.6179,161.5175,91974200
2022-02-28,159.7637,162.076,159.1464,161.782,95056600
2022-03-01,161.3705,163.2321,158.6957,159.9008,83474400
2022-03-02,161.0668,163.9767,159.6559,163.1929,79724800
2022-03-03,165.0643,165.4954,162.2033,162.8695,76678400
2022-03-04,161.1647,162.2033,158.8231,159.8714,83737200
2022-03-07,160.0576,161.6841,155.8249,156.0797,96418800
2022-03-08,155.6094,159.5873,152.6504,154.2573,131148300
2022-03-09,158.2156,160.1066,156.1875,159.6559,91454900
2022-03-10,156.9615,157.1476,152.8268,155.3154,105342000
2022-03-11,155.7171,156.06,151.3767,151.602,96970100
2022-03-14,148.3884,151.0044,147.0657,147.5752,108732100
2022-03-15,147.8495,152.4251,147.34,151.9548,92964300
2022-03-16,153.8752,156.7655,151.3375,156.3638,102300200
2022-03-17,155.4036,157.7453,154.4434,157.373,75615400
2022-03-18,157.2652,161.155,156.5304,160.6651,123511700
2022-03-21,160.2046,162.9872,159.7147,162.0368,95811400
2022-03-22,162.1641,165.9951,161.5762,165.4072,81532000
2022-03-23,164.594,169.15,164.2609,166.7691,98062700
2022-03-24,167.602,170.6197,166.7691,170.5511,90131400
2022-03-25,170.365,171.7367,169.2578,171.188,80546200
2022-03-28,168.6895,172.1775,168.5229,172.0502,90371900
2022-03-29,173.1181,175.3912,172.7752,175.3423,100589400
2022-03-30,174.9406,175.9791,173.128,174.1763,92633200
2022-03-31,174.2449,174.431,170.8744,171.0802,103049300
2022-04-01,170.5119,171.3447,168.4641,170.7862,78751300
2022-04-04,171.041,174.8817,170.9136,174.8327,76468400
2022-04-05,173.9118,174.6956,170.894,171.5211,73401800
2022-04-06,168.8757,170.12,166.6907,168.3564,89058800
2022-04-07,167.6999,169.8554,166.4164,168.6601,77594700
2022-04-08,168.3074,168.3074,165.7795,166.6516,76575500
2022-04-11,165.2994,165.6129,162.1543,162.3992,72246700
2022-04-12,164.6234,166.436,163.2713,164.2707,79265200
2022-04-13,164.0062,167.5824,163.3987,166.9553,70618900
2022-04-14,167.1708,167.8077,161.7036,161.9486,75329400
2022-04-18,160.6063,163.2321,160.2634,161.733,69023900
2022-04-19,161.684,164.4274,160.5965,164.0159,67723800
2022-04-20,165.3484,165.466,162.7422,163.8494,67929800
2022-04-21,165.4954,168.0624,162.5561,163.0557,87227800
2022-04-22,163.0949,164.4764,158.2352,158.5193,84882400
2022-04-25,157.8629,159.8715,155.2567,159.5873,96046400
2022-04-26,158.97,159.0582,153.5518,153.6302,95623200
2022-04-27,152.7582,156.5598,152.2389,153.4049,88063200
2022-04-28,156.0307,161.1942,155.7172,160.332,130216800
2022-04-29,158.5683,162.8402,154.0711,154.463,131747600
2022-05-02,153.542,155.0313,150.1716,154.7668,123055300
2022-05-03,154.9529,157.4612,153.1599,156.256,88966500
2022-05-04,156.4422,163.1145,156.0405,162.6638,108256500
2022-05-05,160.5377,160.7631,151.8176,153.6008,130525300
2022-05-06,153.0808,156.4464,151.2851,154.3269,116124600
2022-05-09,152.0211,152.9042,148.6457,149.205,131577900
2022-05-10,152.5999,153.797,150.0586,151.6089,115366700
2022-05-11,150.6179,152.5313,143.0723,143.7493,142689800
2022-05-12,140.0894,143.455,136.1939,139.8833,182602000
2022-05-13,141.8752,145.3193,140.423,144.3479,113990900
2022-05-16,142.8171,144.7502,141.4729,142.8073,86643800
2022-05-17,146.065,146.9579,143.9259,146.4379,78336300
2022-05-18,144.0928,144.5932,137.2732,138.176,109742900
2022-05-19,137.2536,139.0002,134.0352,134.7711,136095600
2022-05-20,136.4785,138.0582,130.1201,135.0066,137426100
2022-05-23,135.2029,140.5702,135.0655,140.423,117726300
2022-05-24,138.1662,139.3044,134.7515,137.7246,104132700
2022-05-25,135.8309,139.1278,135.7426,137.8816,92482700
2022-05-26,134.8104,141.6299,134.5651,141.0804,90601500
2022-05-27,142.6602,146.8696,142.5326,146.8304,90978500
2022-05-31,146.2711,147.8312,144.0829,146.0454,103718400
2022-06-01,147.0855,148.8909,144.9071,145.9178,74286600
2022-06-02,145.0544,148.4298,144.1026,148.3709,72348100
2022-06-03,144.1418,145.1917,141.7476,142.6504,88570300
2022-06-06,144.2694,145.7805,142.1793,143.3961,71598400
2022-06-07,141.6397,146.2024,141.3944,145.9178,67808200
2022-06-08,145.7903,147.0561,144.6913,145.1819,53950200
2022-06-09,144.3185,145.1721,139.8539,139.9618,69473000
2022-06-10,137.6461,138.1171,134.4866,134.5553,91437900
2022-06-13,130.3753,132.6615,128.9721,129.4039,122207100
2022-06-14,130.6303,131.3761,129.0113,130.2673,84784300
2022-06-15,131.7686,134.7613,129.6786,132.8872,91533000
2022-06-16,129.6001,129.9042,126.6171,127.618,108123900
2022-06-17,127.6278,130.5813,127.3727,129.0899,134520300
2022-06-21,130.9149,134.4866,130.8168,133.3189,81000500
2022-06-22,132.2592,135.1734,131.3957,132.8087,73409200
2022-06-23,134.2511,135.9879,133.0835,135.6739,72433800
2022-06-24,137.2733,139.2455,137.1457,139.0002,89116800
2022-06-27,140.0207,140.7959,138.3232,139.0002,70207900
2022-06-28,139.4614,140.7272,134.7417,134.8594,67083400
2022-06-29,134.879,138.0288,134.1039,136.6158,66242400
2022-06-30,134.673,135.772,131.2584,134.153,98964500
2022-07-01,133.4857,136.4294,133.1129,136.3215,71051600
2022-07-05,135.1832,138.9511,134.359,138.9021,73353800
2022-07-06,138.696,141.414,138.4311,140.2366,74064300
2022-07-07,140.5996,143.7984,140.5898,143.6021,66253700
2022-07-08,142.5326,144.7796,142.2775,144.2792,64547800
2022-07-11,142.9349,143.8867,141.0804,142.1499,63141600
2022-07-12,143.0232,145.6627,142.3266,143.1214,77588800
2022-07-13,140.3052,143.7003,139.4516,142.7583,71185600
2022-07-14,141.3748,146.1534,140.5604,145.6824,78140700
2022-07-15,146.9677,148.0275,145.4174,147.3504,76259900
2022-07-18,147.9097,148.7241,143.9456,144.3086,81420900
2022-07-19,145.1427,148.3905,144.1516,148.1648,82982400
2022-07-20,148.2826,150.8337,147.5466,150.1665,64823400
2022-07-21,151.5991,152.649,149.0871,152.4331,65086600
2022-07-22,152.4724,153.3457,150.5296,151.1968,66675400
2022-07-25,151.1183,152.129,149.4208,150.0782,53623900
2022-07-26,149.4012,150.2156,147.9686,148.7536,55138700
2022-07-27,149.7152,154.376,149.3031,153.8461,78620700
2022-07-28,154.0326,154.6802,151.5108,154.3956,81378700
2022-07-29,158.2126,160.5577,156.5052,159.4587,101786900
2022-08-01,157.9869,160.5184,157.8691,158.4775,67829400
2022-08-02,157.094,159.3606,156.6328,157.0056,59907000
2022-08-03,157.8201,163.4621,157.7318,163.0108,82507500
2022-08-04,162.893,164.0508,161.3427,162.6967,55474100
2022-08-05,160.368,162.9621,160.1617,162.4708,56697000
2022-08-08,163.473,164.8879,161.3408,161.9991,60276900
2022-08-09,161.164,162.9326,160.4074,162.0483,63135500
2022-08-10,164.7602,166.3913,163.9938,166.293,70170500
2022-08-11,167.0987,168.0126,165.2613,165.5561,57149200
2022-08-12,166.8629,169.172,166.4502,169.1032,68039400
2022-08-15,168.5334,170.3708,168.3663,170.1743,54091700
2022-08-16,169.7714,170.6852,168.6709,170.0171,56377100
2022-08-17,169.7616,173.0827,169.5651,171.5106,79542000
2022-08-18,170.7245,171.8544,170.1054,171.1175,62290100
2022-08-19,170.017,170.7147,168.327,168.5333,70346300
2022-08-22,166.7352,166.9022,164.2296,164.6521,69026800
2022-08-23,164.1706,165.7723,163.7481,164.318,54147100
2022-08-24,164.4065,165.1827,163.3551,164.6128,53841500
2022-08-25,165.841,167.1774,165.4185,167.0693,51218200
2022-08-26,167.5999,168.0715,160.7119,160.7709,78961000
2022-08-29,158.3439,160.0634,157.0371,158.5699,73314000
2022-08-30,159.3068,159.7293,154.9736,156.1429,77906200
2022-08-31,157.5185,157.7838,154.4037,154.4823,87991100
2022-09-01,153.9125,155.6615,151.9768,155.2095,74229900
2022-09-02,156.9683,157.5677,152.2716,153.0969,76957800
2022-09-06,153.7454,154.3546,151.0138,151.8392,73714800
2022-09-07,152.1241,153.9419,150.9352,153.2443,87449600
2022-09-08,151.9472,153.6373,150.0214,151.7704,84923800
2022-09-09,152.7628,155.0719,152.0553,154.6297,68028800
2022-09-12,156.8111,161.3997,156.5261,160.5842,104956000
2022-09-13,157.1157,157.7445,150.6994,151.1612,122656600
2022-09-14,152.0947,154.3645,150.9352,152.6056,87965400
2022-09-15,151.9571,152.5368,148.744,149.7168,90481100
2022-09-16,148.577,148.7146,145.7865,148.0759,162278800
2022-09-19,146.7101,151.8686,146.5037,151.79,81474200
2022-09-20,150.7289,155.3274,150.4144,154.1679,107689800
2022-09-21,154.6002,155.9759,150.9254,151.0433,101696800
2022-09-22,149.7266,151.7802,148.2822,150.0804,86652500
2022-09-23,148.5574,148.8325,145.9731,147.8106,96029900
2022-09-26,147.054,151.0924,147.0343,148.1446,93339400
2022-09-27,150.0803,152.0258,147.3389,149.1174,84442700
2022-09-28,145.0692,148.0169,142.3179,147.2309,146691400
2022-09-29,143.556,144.1652,138.2303,139.999,128138200
2022-09-30,138.8199,140.6082,135.597,135.7935,124925300
2022-10-03,135.8033,140.5787,135.2924,139.9695,114311700
2022-10-04,142.5046,143.6739,141.748,143.556,87830100
2022-10-05,141.5613,144.8137,140.5198,143.8508,79471000
2022-10-06,143.271,144.9709,142.6913,142.8976,68402200
2022-10-07,140.0579,140.6082,137.0217,137.6506,85925600
2022-10-10,137.9749,139.4193,136.1571,137.9749,74899000
2022-10-11,137.4639,138.8887,135.8132,136.5599,77033700
2022-10-12,136.7073,137.9159,135.7542,135.9311,70433700
2022-10-13,132.6395,141.0897,132.0303,140.5002,113224000
2022-10-14,141.7971,142.0035,135.7837,135.9704,88598000
2022-10-17,138.6136,140.4117,137.8275,139.9302,85250900
2022-10-18,142.9566,144.1455,138.1616,141.2469,99136600
2022-10-19,139.2227,142.426,139.036,141.3549,61758300
2022-10-20,140.5296,143.3496,140.166,140.8931,64522000
2022-10-21,140.3822,145.2755,140.166,144.7056,86548600
2022-10-24,144.627,147.614,143.4577,146.8476,75981900
2022-10-25,147.4765,149.8347,146.7592,149.6873,74732300
2022-10-26,148.3313,149.3434,145.4622,146.7494,88194300
2022-10-27,145.4916,146.4546,141.6202,142.2786,109180200
2022-10-28,145.6194,154.7575,145.246,153.0281,164762400
2022-10-31,150.493,151.5542,149.2746,150.6699,97943200
2022-11-01,152.3796,152.7432,146.5332,148.0267,80379300
2022-11-02,146.3563,149.5202,142.4751,142.5046,93604600
2022-11-03,139.5863,140.3134,136.3339,136.4617,97918500
2022-11-04,139.8474,140.4182,132.2591,136.196,140814800
2022-11-07,134.946,136.9538,133.5287,136.7274,83374600
2022-11-08,138.1939,139.1978,135.32,137.2983,89908500
2022-11-09,136.314,136.3633,132.4658,132.7413,74917800
2022-11-10,139.0108,144.5519,137.2983,144.5519,118854000
2022-11-11,143.5186,147.6424,142.0914,147.3373,93979700
2022-11-14,146.6188,147.9081,145.1031,145.9397,73374100
2022-11-15,149.8175,151.1659,146.2153,147.6719,89868300
2022-11-16,146.7763,147.5046,144.9653,146.4417,64218300
2022-11-17,144.1189,149.0892,143.8433,148.3412,80389400
2022-11-18,149.9061,150.29,147.603,148.9022,74829600
2022-11-21,147.79,147.9967,145.3885,145.674,58724100
2022-11-22,145.7921,148.0459,144.611,147.8097,51804100
2022-11-23,147.0912,149.4337,146.983,148.6857,58301400
2022-11-25,145.9693,146.5303,144.798,145.7724,35195900
2022-11-28,142.8493,144.3256,141.1171,141.9438,69246000
2022-11-29,142.0127,142.5245,138.1349,138.9419,83763800
2022-11-30,139.1683,146.3728,138.3317,145.6937,111380900
2022-12-01,145.8708,146.7763,144.2961,145.9692,71250400
2022-12-02,143.6563,145.6641,143.3512,145.4771,65447400
2022-12-05,145.4378,148.5381,143.4693,144.3158,68826400
2022-12-06,144.7488,144.9752,139.6801,140.6545,64727200
2022-12-07,139.9458,141.1072,137.7904,138.7156,69721100
2022-12-08,140.1131,141.2548,138.873,140.3985,62128300
2022-12-09,140.0934,143.2725,138.6762,139.9163,76097000
2022-12-12,140.4478,142.2194,138.8337,142.2095,70462700
2022-12-13,147.1404,147.603,141.9634,143.174,93886200
2022-12-14,143.0559,144.3453,138.9321,140.9497,82291200
2022-12-15,138.8829,139.562,133.8831,134.3456,98931900
2022-12-16,134.5326,135.4775,131.6193,132.387,160156900
2022-12-19,132.9776,133.0661,129.2474,130.2808,79592600
2022-12-20,129.3163,131.1469,127.8399,130.2119,77432800
2022-12-21,130.8812,134.6507,130.6548,133.3122,85928000
2022-12-22,132.2295,132.4362,128.2435,130.143,77852100
2022-12-23,128.8537,130.33,127.5939,129.7789,63814900
2022-12-27,129.3064,129.336,126.6884,127.9777,69007800
2022-12-28,127.6234,128.9619,123.8834,124.0507,85438400
2022-12-29,125.9699,128.4206,125.714,127.5644,75703700
2022-12-30,126.3833,127.899,125.4188,127.8793,77034200
2023-01-03,128.2238,128.834,122.2102,123.096,112117500
2023-01-04,124.8873,126.6294,123.1059,124.3657,89113600
2023-01-05,125.1235,125.7534,122.7909,123.0468,80962700
2023-01-06,124.0212,128.2336,122.9188,127.5742,87754700
2023-01-09,128.4108,131.3044,127.8399,128.0958,70790800
2023-01-10,128.2041,129.1883,126.0979,128.6667,63896200
2023-01-11,129.1785,131.4028,128.401,131.3831,69458900
2023-01-12,131.767,132.1409,129.3655,131.3044,71379600
2023-01-13,129.9462,132.7906,129.582,132.6331,57809700
2023-01-17,132.702,135.1231,132.013,133.7944,63646600
2023-01-18,134.6606,136.4223,132.8988,133.076,69672800
2023-01-19,131.9638,134.0996,131.6587,133.1351,58280400
2023-01-20,133.1449,135.8416,132.1016,135.694,80223600
2023-01-23,135.94,141.058,135.7235,138.8828,81760300
2023-01-24,138.0955,140.9005,138.0857,140.2805,66435100
